id,formatted_address,category,articles,GEOID-CO,GEOID-CT,GEOID-NH,layer,path
Tinto,"Cafe Tinto, 3118, River Avenue, Biedman, Camden, Camden County, New Jersey, 08105, United States",bakery,"U3U2NB2VRBB7HACEBNOIIOGROA, U3U2NB2VRBB7HACEBNOIIOGROA, U3U2NB2VRBB7HACEBNOIIOGROA","34007","34007601000",,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Delaware County borough,"Brookhaven Borough, Brookhaven, Delaware County, Pennsylvania, United States",suburb,CL6AXN2UIJGODCAV2TZFQ4V2TM,"42045","42045406202",,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Old City bistro,"Bistro, 701, West Nields Street, West Chester, Chester County, Pennsylvania, 19382, United States",yes,427GZQGW2NHY5J5X2RLKBAIQBE,"42029","42029303901",,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Chester , Philadelphia","Philadelphia Memorial Park, East Whiteland Township, Chester County, Pennsylvania, United States",cemetery,6MILTKVWGRG6XIH2GWVA4JUZCM,"42029","42029302101",,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Eastern Montgomery County,"Texas Eastern Transmission, Upper Hanover Township, Montgomery County, Pennsylvania, United States",industrial,PS3NW6TKGZEH5FSB42BREJTU3I,"42091","42091207800",,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Chester County town,"Town Square Plaza, North Coventry Township, Chester County, Pennsylvania, United States",retail,RO553FWWCZADDCUOS57H53D4V4,"42029","42029301402",,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Blackwood , Camden County","Blackwood, North-South Freeway, Gloucester Township, Camden County, New Jersey, 08029, United States",census,5IQOOMUWSFGERIONLYLR6KNJE4,"34007",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Gateway Park,"Gateway Park, Marlton, Camden, Camden County, New Jersey, United States",park,7QONDCGH4RCTVIWPGMUMNTUETY,"34007",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Camden ' s waterfront,"Waterfront South, Camden, Camden County, New Jersey, United States",neighbourhood,XGKLL6YDM5CPHOFCXDOTZVVYUQ,"34007",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Haddon Township,"Haddon Township, Camden County, New Jersey, United States",administrative,UWBCJXVAQ5CPFDDAF6DU4EFZ5U,"34007",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Stratford,"Stratford, Camden County, New Jersey, 08084, United States",administrative,P4E4NHWJQRBDFHRT3D7I3JBD64,"34007",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Willingboro Township area,"Willingboro Township, Burlington County, New Jersey, 08046, United States",administrative,6ED5FN26BRFMZE4TNX4PVKG2W4,"34005",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Pemberton Township,"Pemberton Township, Burlington County, New Jersey, United States",administrative,ME3R6GXVWFBQ5M6UKEWIM3PGM4,"34005",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
West Bradford Township,"West Bradford Township, Chester County, Pennsylvania, 19345, United States",administrative,"IN4RQB6FMJGCTJCGL7BU3GVFT4, IN4RQB6FMJGCTJCGL7BU3GVFT4","42029",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
West Bradford area,"Harmony Hill Nature Area, East Bradford Township, Chester County, Pennsylvania, United States",park,RO553FWWCZADDCUOS57H53D4V4,"42029",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Upland,"Upland, Delaware County, Pennsylvania, United States",administrative,74CCDCECPNAFPIMB6VT5OKO6XU,"42045",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Upland , Pa .","Upland, Delaware County, Pennsylvania, United States",administrative,XPCJMKONZZC2REONWS5E6RLM7U,"42045",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Atlantic City,"Atlantic City, Atlantic County, New Jersey, United States of America",city,"CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, CJR5LLUSDRDEZGWCDRKOECN2LQ, ���, ���, ���, ���, ���, ���, ���, ���, ���, ���, ���, ���","34001",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Absecon Island,"Absecon, Atlantic County, New Jersey, 08201, United States",city,2EYPNLZQ2ZAULLADXOHNNXOANQ,"34001",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
South Inlet,"Inlet, Atlantic City, Atlantic County, New Jersey, United States",neighbourhood,P2KH2GLHGVDFLP6UXAK3E455UI,"34001",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Atlantic City ' s,"Atlantic City, Atlantic County, New Jersey, United States of America",city,P2KH2GLHGVDFLP6UXAK3E455UI,"34001",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Lawrenceville , Ga","Lawrenceville, Overlook Way, Lawrence Township, Mercer County, New Jersey, 08648, United States",census,VFLIGHOXJ5A77KBXPYNQQDFMVE,"34021",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
College of New Jersey,"The College of New Jersey, Colleen Circle, Ewing Township, Mercer County, New Jersey, 08638, United States",university,CH6NQ2WMZJBLLEMUTHCNLGTOOU,"34021",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
West Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States of America",city,"KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, KK6J6SLTVJFF3NUSKQ6WWB5DTY, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻, ෻",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Burlington County,"Burlington County, New Jersey, United States",administrative,"QI4X2NF3UBCTJBMSYFRDPTCTHU, QI4X2NF3UBCTJBMSYFRDPTCTHU, QI4X2NF3UBCTJBMSYFRDPTCTHU, QI4X2NF3UBCTJBMSYFRDPTCTHU, QI4X2NF3UBCTJBMSYFRDPTCTHU, QI4X2NF3UBCTJBMSYFRDPTCTHU, QI4X2NF3UBCTJBMSYFRDPTCTHU",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Evesham Township,"Evesham Township, Burlington County, New Jersey, United States",administrative,T2XPPQD4MFD2FAQT7AIKIB2X4E,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Gloucester County,"Gloucester County, New Jersey, United States of America",administrative,"VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE, VDDQFIQBVBBCHEJAR3SKHCHIXE",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Center City Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States of America",city,"CL6AXN2UIJGODCAV2TZFQ4V2TM, CL6AXN2UIJGODCAV2TZFQ4V2TM",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Atlantic County,"Atlantic County, New Jersey, United States",administrative,"FLQFQWFO6FCENISFYHRFGKAOVY, FLQFQWFO6FCENISFYHRFGKAOVY, FLQFQWFO6FCENISFYHRFGKAOVY",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Camden ' s,"Camden, Camden County, New Jersey, United States of America",city,"4M3KEKHSLBHIJIOJKJU2G7Y3FE, 4M3KEKHSLBHIJIOJKJU2G7Y3FE",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Philadelphia County,"Philadelphia County, Pennsylvania, United States of America",administrative,2JM36EUVAJHGTLD4IECQEWN2EY,"42101",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Philadelphia hospital,"Philadelphia, Philadelphia County, Pennsylvania, United States of America",city,KNUOO6KS6NCBPEOPM77I2VTWZA,"42101",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Philadelphia museum,"Philadelphia, Philadelphia County, Pennsylvania, United States of America",city,S6LYJGKHIFESNCH247QZRFK6EM,"42101",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
South Philadelphia ' s,"South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, United States",administrative,"FXCS56PH2ZGZBIS4VUXC2BXK6E, FXCS56PH2ZGZBIS4VUXC2BXK6E",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Salem County,"Salem County, New Jersey, United States",administrative,JQQDPWAOQZBEZK2JCBUQK36VLE,"34033",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Voorhees Township,"Voorhees Township, Camden County, New Jersey, United States",administrative,7EUUTBPKHVE5JJBT6I5CKWFQ4I,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
New Jersey Pinelands,"Pinelands National Reserve, Oliver Street, Toms River, Ocean County, New Jersey, 08757, United States",national_park,PQ3RQDDTOJFYPKBPFRWYJ2UASI,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Washington , Philadelphia","Philadelphia, Philadelphia County, Pennsylvania, United States of America",city,BRK5YXSWOBFQHJ2QPTR4FV5HSA,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Winslow Township,"Winslow Township, Camden County, New Jersey, United States",administrative,QUUKGLPQNBA3DP5UKQFNE6BXBU,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Delaware County,"Delaware County, Pennsylvania, United States of America",administrative,"4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Chester County,"Chester County, Pennsylvania, United States",administrative,"BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE, FE",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Delaware County ' s,"Delaware County, Pennsylvania, United States of America",administrative,ELVQFG7DAJEM3CMPPTY73JRZ2M,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Newark , Delaware","Newark, New Castle County, Delaware, United States",city,5XM7ZIINMNGNZEHPMHKEX7HXIY,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Newark , N . J .","Newark, New Castle County, Delaware, United States",city,"FFON5G3S5FC53MEFJH5KT6RRYY, FFON5G3S5FC53MEFJH5KT6RRYY",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Delaware County hospital,"Delaware County, Pennsylvania, United States of America",administrative,TCMR4PDIUVARBHDKWUXS3MZZOU,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
New Castle County,"New Castle County, Delaware, United States of America",administrative,6ED5FN26BRFMZE4TNX4PVKG2W4,"10003",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Cumberland County,"Cumberland County, New Jersey, United States",administrative,"VGIG4JK5KVBZZAKE7Z7FHN4GMU, VGIG4JK5KVBZZAKE7Z7FHN4GMU, VGIG4JK5KVBZZAKE7Z7FHN4GMU",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Concord Township,"Concord Township, Delaware County, Pennsylvania, United States",administrative,TOID5DIBYNDF7CLAXHM4MNC5YQ,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
", Blvd , Newark","Newark, New Castle County, Delaware, United States",city,ME3R6GXVWFBQ5M6UKEWIM3PGM4,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Chester County ',"Chester County, Pennsylvania, United States",administrative,3PFXQZS3RVE7NLEIZ4FUCGVK4M,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Newark , N . J","Newark, New Castle County, Delaware, United States",city,"3PMVOEI6R5A3PHDFF67LVYWC2Y, 3PMVOEI6R5A3PHDFF67LVYWC2Y",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"North Wilmington , Del .","Wilmington, New Castle County, Delaware, United States",city,RS6PWL3HUREMZPASFWDK3T5J34,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Newark , Del .","Newark, New Castle County, Delaware, United States",city,RS6PWL3HUREMZPASFWDK3T5J34,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Montgomery County,"Montgomery County, Pennsylvania, United States",administrative,"UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, UBPB2H6R6RDUHLYHW4ME4TVWIA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA, IA",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Montgomery County ' s,"Montgomery County, Pennsylvania, United States",administrative,S5WB3UM7EFF5JIPNRVP4IIAQ5M,"42091",,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Cheltenham Township,"Cheltenham Township, Montgomery County, Pennsylvania, United States",administrative,GQN7BVYO45CIDLL2SGOIRNKQ3I,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Tinicum Township,"Tinicum Township, Delaware County, Pennsylvania, United States of America",administrative,"3PMVOEI6R5A3PHDFF67LVYWC2Y, 3PMVOEI6R5A3PHDFF67LVYWC2Y",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Darby Township,"Darby Township, Delaware County, Pennsylvania, 19032, United States",administrative,GC4SCU4LGJCWLEPAFVFLHLTT3U,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Abington Township,"Abington Township, Montgomery County, Pennsylvania, United States",administrative,LP5RYOK5F5AZFIQM4TIWUZTXYQ,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Bensalem Township,"Bensalem Township, Bucks County, Pennsylvania, United States",administrative,E2QP6HGXHND5NHNJLAZLTG4QEA,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Tinicum Township , Delaware County","Tinicum Township, Delaware County, Pennsylvania, United States of America",administrative,3PMVOEI6R5A3PHDFF67LVYWC2Y,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
West Cape,"Cape May County, New Jersey, United States",administrative,GWIZSI44LNB4NNJUQQBGIKWRWE,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Ocean City,"Ocean City, Cape May County, New Jersey, United States",city,"OT2WYQOIXNEN7KTXR3RBS5RCOI, OT2WYQOIXNEN7KTXR3RBS5RCOI, OT2WYQOIXNEN7KTXR3RBS5RCOI, OT2WYQOIXNEN7KTXR3RBS5RCOI",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Ocean City , N . J .","Ocean City, Cape May County, New Jersey, United States",city,AHHLQW4CTJC65CBJTNID7PVMLE,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Bristol Township,"Bristol Township, Bucks County, Pennsylvania, United States",administrative,S5WB3UM7EFF5JIPNRVP4IIAQ5M,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Florence Township,"Florence Township, Burlington County, New Jersey, United States",administrative,ZSNSC7NU5VFW7GF4TO2MPJ353E,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Bristol Township , Bucks County","Bristol Township, Bucks County, Pennsylvania, United States",administrative,WOWWLCIXZVA33NXY2DEGFAPIMA,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
New Republic,"Port Republic, Atlantic County, New Jersey, United States",city,SQ4TIWRA6RHIPD5OIXXZHONK4U,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Bucks County township,"Warminster Township, Bucks County, Pennsylvania, 18974, United States",administrative,E2QP6HGXHND5NHNJLAZLTG4QEA,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Coventry Township,"East Coventry Township, Chester County, Pennsylvania, 19457, United States",administrative,FNWZAUDR4NCOTBQHPQYVHJBBLY,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"East Pikeland Township , Chester County","East Pikeland Township, Chester County, Pennsylvania, United States of America",administrative,ASRHLRU3WZC3DPXAEGRCRX3OBQ,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
West Lehigh,"Lehigh County, Pennsylvania, United States",administrative,"LNSKFBG3ZBAUXNAALYJHRXVTEA, LNSKFBG3ZBAUXNAALYJHRXVTEA",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Lehigh County,"Lehigh County, Pennsylvania, United States",administrative,"3BWGERZZJRERXDB7W4SVUVQECY, 3BWGERZZJRERXDB7W4SVUVQECY",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Warwick Township,"Warwick Township, Chester County, Pennsylvania, 19470, United States",administrative,X5GPNH67TNBXVITEAXHZGIXRJI,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Chester in Delaware County,"Chester, Delaware County, Pennsylvania, 19013, United States",city,7UZ7FDZQYFDBNAS6N3ZYT5ZUTU,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Westtown Township,"Westtown Township, Chester County, Pennsylvania, United States",administrative,RO553FWWCZADDCUOS57H53D4V4,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Radnor Township,"Radnor Township, Delaware County, Pennsylvania, United States",administrative,"N54WRXUOCZFYXCYWWHVQ5UE2KE, N54WRXUOCZFYXCYWWHVQ5UE2KE, N54WRXUOCZFYXCYWWHVQ5UE2KE, N54WRXUOCZFYXCYWWHVQ5UE2KE",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Tredyffrin Township,"Tredyffrin Township, Chester County, Pennsylvania, United States",administrative,7JQHBYOZOFFWPDTQAUDI5ET6ZU,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Solebury Township,"Solebury Township, Bucks County, Pennsylvania, United States",administrative,ORZDGA6PI5FKTH7XSH6UDOJ75M,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Hunterdon County,"Hunterdon County, New Jersey, United States",administrative,"KO45ANHKCFFVTDYCTY2QPFB6OA, KO45ANHKCFFVTDYCTY2QPFB6OA",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Northampton,"Northampton County, Pennsylvania, United States of America",administrative,"BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE, BC6CPOJM3BHVHBKIPELI7VLIFE",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
"Lambertville , N . J .","Lambertville, Hunterdon County, New Jersey, 08530:18938, United States",city,MF6KUROZ2BHTZG4FFM2XVV44BE,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
TRENTON,"Trenton, Mercer County, New Jersey, United States",city,"4M3KEKHSLBHIJIOJKJU2G7Y3FE, 4M3KEKHSLBHIJIOJKJU2G7Y3FE",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Somerset County,"Somerset County, New Jersey, United States",administrative,HSPQ3OPTAFG6JE3BKSYEKUSROM,,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
Middlesex County,"Middlesex County, New Jersey, United States of America",administrative,"NGA2YYG7PFCJ5B2MWIMVHJTGD4, NGA2YYG7PFCJ5B2MWIMVHJTGD4",,,,poly,/Users/m/Downloads/vector-data/merge/poly.geojson|layername=poly
